Month,Date,Category,Base_Price_per_Ton,MoM_Pct,GeoRiskPremium_Pct,Model_Source
2026-08,2026-08-01,HR I-Beams/Channels,1224.98,-0.4,8.5,Sample (5-1-2026 pattern)
2026-08,2026-08-01,Sub Framing,1084.97,-0.5,8.5,Sample (5-1-2026 pattern)
2026-08,2026-08-01,Sheet/Trim Painted,1154.98,-0.4,8.5,Sample (5-1-2026 pattern)
2026-08,2026-08-01,HSS Round Pipes,1249.98,-0.4,8.5,Sample (5-1-2026 pattern)
2026-08,2026-08-01,HSS Square/Rect Tubes,1254.98,-0.4,8.5,Sample (5-1-2026 pattern)
2026-08,2026-08-01,TNFAB,1108.97,-0.5,8.5,Sample (5-1-2026 pattern)
2026-08,2026-08-01,TNFAB2nd,1134.97,-0.5,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,Overall,1064.62,-0.5,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,Hot Rolled Plates,1064.62,-0.5,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,HR I-Beams/Channels,1220.08,-0.4,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,Sub Framing,1079.55,-0.5,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,Sheet/Trim Painted,1150.36,-0.4,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,HSS Round Pipes,1244.98,-0.4,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,HSS Square/Rect Tubes,1249.96,-0.4,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,TNFAB,1103.43,-0.5,8.5,Sample (5-1-2026 pattern)
2026-09,2026-09-01,TNFAB2nd,1129.3,-0.5,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,Overall,1059.3,-0.5,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,Hot Rolled Plates,1059.3,-0.5,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,HR I-Beams/Channels,1215.2,-0.4,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,Sub Framing,1074.15,-0.5,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,Sheet/Trim Painted,1145.76,-0.4,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,HSS Round Pipes,1240.0,-0.4,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,HSS Square/Rect Tubes,1244.96,-0.4,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,TNFAB,1097.91,-0.5,8.5,Sample (5-1-2026 pattern)
2026-10,2026-10-01,TNFAB2nd,1123.65,-0.5,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,Overall,1054.0,-0.5,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,Hot Rolled Plates,1054.0,-0.5,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,HR I-Beams/Channels,1210.34,-0.4,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,Sub Framing,1068.78,-0.5,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,Sheet/Trim Painted,1141.18,-0.4,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,HSS Round Pipes,1235.04,-0.4,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,HSS Square/Rect Tubes,1239.98,-0.4,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,TNFAB,1092.42,-0.5,8.5,Sample (5-1-2026 pattern)
2026-11,2026-11-01,TNFAB2nd,1118.03,-0.5,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,Overall,1048.73,-0.5,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,Hot Rolled Plates,1048.73,-0.5,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,HR I-Beams/Channels,1205.5,-0.4,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,Sub Framing,1063.44,-0.5,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,Sheet/Trim Painted,1136.62,-0.4,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,HSS Round Pipes,1230.1,-0.4,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,HSS Square/Rect Tubes,1235.02,-0.4,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,TNFAB,1086.96,-0.5,8.5,Sample (5-1-2026 pattern)
2026-12,2026-12-01,TNFAB2nd,1112.44,-0.5,8.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,Overall,1048.73,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,Hot Rolled Plates,1048.73,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,HR I-Beams/Channels,1205.5,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,Sub Framing,1063.44,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,Sheet/Trim Painted,1136.62,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,HSS Round Pipes,1230.1,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,HSS Square/Rect Tubes,1235.02,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,TNFAB,1086.96,0.0,10.5,Sample (5-1-2026 pattern)
2027-01,2027-01-01,TNFAB2nd,1112.44,0.0,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,Overall,1053.97,0.5,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,Hot Rolled Plates,1053.97,0.5,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,HR I-Beams/Channels,1210.32,0.4,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,Sub Framing,1068.76,0.5,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,Sheet/Trim Painted,1141.17,0.4,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,HSS Round Pipes,1235.02,0.4,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,HSS Square/Rect Tubes,1239.96,0.4,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,TNFAB,1092.39,0.5,10.5,Sample (5-1-2026 pattern)
2027-02,2027-02-01,TNFAB2nd,1118.0,0.5,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,Overall,1059.24,0.5,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,Hot Rolled Plates,1059.24,0.5,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,HR I-Beams/Channels,1215.16,0.4,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,Sub Framing,1074.1,0.5,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,Sheet/Trim Painted,1145.73,0.4,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,HSS Round Pipes,1239.96,0.4,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,HSS Square/Rect Tubes,1244.92,0.4,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,TNFAB,1097.85,0.5,10.5,Sample (5-1-2026 pattern)
2027-03,2027-03-01,TNFAB2nd,1123.59,0.5,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,Overall,1064.54,0.5,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,Hot Rolled Plates,1064.54,0.5,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,HR I-Beams/Channels,1220.02,0.4,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,Sub Framing,1079.47,0.5,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,Sheet/Trim Painted,1150.31,0.4,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,HSS Round Pipes,1244.92,0.4,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,HSS Square/Rect Tubes,1249.9,0.4,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,TNFAB,1103.34,0.5,10.5,Sample (5-1-2026 pattern)
2027-04,2027-04-01,TNFAB2nd,1129.21,0.5,10.5,Sample (5-1-2026 pattern)
2027-05,2027-05-01,Overall,1069.86,0.5,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,Hot Rolled Plates,1069.86,0.5,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,HR I-Beams/Channels,1224.9,0.4,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,Sub Framing,1084.87,0.5,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,Sheet/Trim Painted,1154.91,0.4,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,HSS Round Pipes,1249.9,0.4,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,HSS Square/Rect Tubes,1254.9,0.4,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,TNFAB,1108.86,0.5,10.0,Sample (5-1-2026 pattern)
2027-05,2027-05-01,TNFAB2nd,1134.86,0.5,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,Overall,1075.21,0.5,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,Hot Rolled Plates,1075.21,0.5,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,HR I-Beams/Channels,1229.8,0.4,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,Sub Framing,1090.29,0.5,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,Sheet/Trim Painted,1159.53,0.4,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,HSS Round Pipes,1254.9,0.4,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,HSS Square/Rect Tubes,1259.92,0.4,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,TNFAB,1114.4,0.5,10.0,Sample (5-1-2026 pattern)
2027-06,2027-06-01,TNFAB2nd,1140.53,0.5,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,Overall,1075.21,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,Hot Rolled Plates,1075.21,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,HR I-Beams/Channels,1229.8,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,Sub Framing,1090.29,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,Sheet/Trim Painted,1159.53,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,HSS Round Pipes,1254.9,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,HSS Square/Rect Tubes,1259.92,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,TNFAB,1114.4,0.0,10.0,Sample (5-1-2026 pattern)
2027-07,2027-07-01,TNFAB2nd,1140.53,0.0,10.0,Sample (5-1-2026 pattern)
2027-08,2027-08-01,Overall,1069.83,-0.5,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,Hot Rolled Plates,1069.83,-0.5,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,HR I-Beams/Channels,1224.88,-0.4,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,Sub Framing,1084.84,-0.5,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,Sheet/Trim Painted,1154.89,-0.4,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,HSS Round Pipes,1249.88,-0.4,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,HSS Square/Rect Tubes,1254.88,-0.4,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,TNFAB,1108.83,-0.5,8.5,Sample (5-1-2026 pattern)
2027-08,2027-08-01,TNFAB2nd,1134.83,-0.5,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,Overall,1064.48,-0.5,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,Hot Rolled Plates,1064.48,-0.5,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,HR I-Beams/Channels,1219.98,-0.4,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,Sub Framing,1079.42,-0.5,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,Sheet/Trim Painted,1150.27,-0.4,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,HSS Round Pipes,1244.88,-0.4,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,HSS Square/Rect Tubes,1249.86,-0.4,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,TNFAB,1103.29,-0.5,8.5,Sample (5-1-2026 pattern)
2027-09,2027-09-01,TNFAB2nd,1129.16,-0.5,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,Overall,1059.16,-0.5,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,Hot Rolled Plates,1059.16,-0.5,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,HR I-Beams/Channels,1215.1,-0.4,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,Sub Framing,1074.02,-0.5,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,Sheet/Trim Painted,1145.67,-0.4,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,HSS Round Pipes,1239.9,-0.4,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,HSS Square/Rect Tubes,1244.86,-0.4,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,TNFAB,1097.77,-0.5,8.5,Sample (5-1-2026 pattern)
2027-10,2027-10-01,TNFAB2nd,1123.51,-0.5,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,Overall,1053.86,-0.5,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,Hot Rolled Plates,1053.86,-0.5,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,HR I-Beams/Channels,1210.24,-0.4,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,Sub Framing,1068.65,-0.5,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,Sheet/Trim Painted,1141.09,-0.4,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,HSS Round Pipes,1234.94,-0.4,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,HSS Square/Rect Tubes,1239.88,-0.4,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,TNFAB,1092.28,-0.5,8.5,Sample (5-1-2026 pattern)
2027-11,2027-11-01,TNFAB2nd,1117.89,-0.5,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,Overall,1048.59,-0.5,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,Hot Rolled Plates,1048.59,-0.5,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,HR I-Beams/Channels,1205.4,-0.4,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,Sub Framing,1063.31,-0.5,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,Sheet/Trim Painted,1136.53,-0.4,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,HSS Round Pipes,1230.0,-0.4,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,HSS Square/Rect Tubes,1234.92,-0.4,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,TNFAB,1086.82,-0.5,8.5,Sample (5-1-2026 pattern)
2027-12,2027-12-01,TNFAB2nd,1112.3,-0.5,8.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,Overall,1048.59,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,Hot Rolled Plates,1048.59,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,HR I-Beams/Channels,1205.4,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,Sub Framing,1063.31,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,Sheet/Trim Painted,1136.53,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,HSS Round Pipes,1230.0,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,HSS Square/Rect Tubes,1234.92,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,TNFAB,1086.82,0.0,10.5,Sample (5-1-2026 pattern)
2028-01,2028-01-01,TNFAB2nd,1112.3,0.0,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,Overall,1053.83,0.5,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,Hot Rolled Plates,1053.83,0.5,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,HR I-Beams/Channels,1210.22,0.4,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,Sub Framing,1068.63,0.5,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,Sheet/Trim Painted,1141.08,0.4,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,HSS Round Pipes,1234.92,0.4,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,HSS Square/Rect Tubes,1239.86,0.4,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,TNFAB,1092.25,0.5,10.5,Sample (5-1-2026 pattern)
2028-02,2028-02-01,TNFAB2nd,1117.86,0.5,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,Overall,1059.1,0.5,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,Hot Rolled Plates,1059.1,0.5,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,HR I-Beams/Channels,1215.06,0.4,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,Sub Framing,1073.97,0.5,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,Sheet/Trim Painted,1145.64,0.4,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,HSS Round Pipes,1239.86,0.4,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,HSS Square/Rect Tubes,1244.82,0.4,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,TNFAB,1097.71,0.5,10.5,Sample (5-1-2026 pattern)
2028-03,2028-03-01,TNFAB2nd,1123.45,0.5,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,Overall,1064.4,0.5,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,Hot Rolled Plates,1064.4,0.5,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,HR I-Beams/Channels,1219.92,0.4,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,Sub Framing,1079.34,0.5,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,Sheet/Trim Painted,1150.22,0.4,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,HSS Round Pipes,1244.82,0.4,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,HSS Square/Rect Tubes,1249.8,0.4,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,TNFAB,1103.2,0.5,10.5,Sample (5-1-2026 pattern)
2028-04,2028-04-01,TNFAB2nd,1129.07,0.5,10.5,Sample (5-1-2026 pattern)
